Prueba #, N, Tiempo total, Iterativa, Recursiva, Errores
1.0,10.0,1.747876E8,7.0444699E7,0.0,1.0
2.0,15.0,4.916423E8,2.00160099E8,2.787443E8,0.0
3.0,20.0,7.537516E8,4.744778E8,0.0,1.0
4.0,25.0,1.0305615E9,9.277411E8,0.0,1.0
5.0,30.0,2.5454162E9,2.513028E9,0.0,1.0
6.0,35.0,3.3152198E9,3.2592438E9,0.0,1.0
7.0,40.0,5.396826101E9,5.3415405E9,0.0,1.0
8.0,45.0,7.499264099E9,7.433810601E9,0.0,1.0
9.0,50.0,1.1128909501E10,1.10361317E10,0.0,1.0
10.0,55.0,1.6247768101E10,1.61800544E10,0.0,1.0
