Prueba #, N, Tiempo total, Iterativa, Recursiva, Errores
1.0,10.0,4.91643E7,1.36624E7,1.32656E7,0.0
2.0,15.0,6.2613999E7,2.31559E7,3.09836E7,0.0
3.0,20.0,1.41519701E8,5.2511199E7,8.11237E7,0.0
4.0,25.0,2.070263E8,9.77837E7,0.0,1.0
5.0,30.0,2.312691E8,1.62615899E8,0.0,1.0
6.0,35.0,2.852665E8,2.61797E8,0.0,1.0
7.0,40.0,4.193364E8,3.893924E8,0.0,1.0
8.0,45.0,6.124653E8,5.675594E8,0.0,1.0
9.0,50.0,1.125168299E9,1.0516054E9,0.0,1.0
10.0,55.0,1.6459965E9,1.5851705E9,0.0,1.0
