Prueba #, N, Tiempo total, Iterativa, Recursiva, Errores
1.0,10.0,4.1524E7,8274500.0,8780701.0,0.0
2.0,15.0,3.80801E7,1.28055E7,1.50728E7,0.0
3.0,20.0,6.71598E7,2.5255801E7,3.45294E7,0.0
4.0,25.0,1.385199E8,4.61004E7,7.3637001E7,0.0
5.0,30.0,1.142101E8,8.36616E7,0.0,1.0
6.0,35.0,1.608524E8,1.34129901E8,0.0,1.0
7.0,40.0,2.481744E8,1.973736E8,0.0,1.0
8.0,45.0,3.38477E8,2.82503199E8,0.0,1.0
9.0,50.0,4.94028E8,4.07050799E8,0.0,1.0
10.0,55.0,1.031198601E9,9.24605E8,0.0,1.0
